n,area_type,y,value
Nepal,town,2076,0.23629999999999998
Nepal,town,2077,0.23629999999999998
Nepal,town,2078,0.23629999999999998
Nepal,town,2079,0.23629999999999998
Nepal,town,2080,0.23629999999999998
Nepal,town,2081,0.23629999999999998
Nepal,town,2082,0.23629999999999998
Nepal,town,2083,0.23629999999999998
Nepal,town,2084,0.23629999999999998
Nepal,town,2085,0.23629999999999998
Nepal,town,2086,0.23629999999999998
Nepal,town,2087,0.23629999999999998
Nepal,town,2088,0.23629999999999998
Nepal,town,2089,0.23629999999999998
Nepal,town,2090,0.23629999999999998
Nepal,town,2091,0.23629999999999998
Nepal,town,2092,0.23629999999999998
Nepal,town,2093,0.23629999999999998
Nepal,town,2094,0.23629999999999998
Nepal,town,2095,0.23629999999999998
Nepal,town,2096,0.23629999999999998
Nepal,town,2097,0.23629999999999998
Nepal,town,2098,0.23629999999999998
Nepal,town,2099,0.23629999999999998
Nepal,town,2100,0.23629999999999998
Pakistan,city,2011,0.332
Pakistan,city,2012,0.3306842105263158
Pakistan,city,2013,0.3293684210526316
Pakistan,city,2014,0.3280526315789474
Pakistan,city,2015,0.32673684210526316
Pakistan,city,2016,0.32542105263157894
Pakistan,city,2017,0.32410526315789473
Pakistan,city,2018,0.3227894736842105
Pakistan,city,2019,0.3214736842105263
Pakistan,city,2020,0.3201578947368421
Pakistan,city,2021,0.3188421052631579
Pakistan,city,2022,0.3175263157894737
Pakistan,city,2023,0.3162105263157895
Pakistan,city,2024,0.3148947368421053
Pakistan,city,2025,0.31357894736842107
Pakistan,city,2026,0.31226315789473685
Pakistan,city,2027,0.31094736842105264
Pakistan,city,2028,0.3096315789473684
Pakistan,city,2029,0.3083157894736842
Pakistan,city,2030,0.307
Pakistan,city,2031,0.3065
Pakistan,city,2032,0.306
Pakistan,city,2033,0.3055
Pakistan,city,2034,0.305
Pakistan,city,2035,0.3045
Pakistan,city,2036,0.304
Pakistan,city,2037,0.3035
Pakistan,city,2038,0.303
Pakistan,city,2039,0.3025
Pakistan,city,2040,0.302
Pakistan,city,2041,0.3015
Pakistan,city,2042,0.301
Pakistan,city,2043,0.3005
Pakistan,city,2044,0.3
Pakistan,city,2045,0.2995
Pakistan,city,2046,0.299
Pakistan,city,2047,0.2985
Pakistan,city,2048,0.298
Pakistan,city,2049,0.2975
Pakistan,city,2050,0.297
Pakistan,city,2051,0.297
Pakistan,city,2052,0.297
Pakistan,city,2053,0.297
Pakistan,city,2054,0.297
Pakistan,city,2055,0.297
Pakistan,city,2056,0.297
Pakistan,city,2057,0.297
Pakistan,city,2058,0.297
Pakistan,city,2059,0.297
Pakistan,city,2060,0.297
Pakistan,city,2061,0.297
Pakistan,city,2062,0.297
Pakistan,city,2063,0.297
Pakistan,city,2064,0.297
Pakistan,city,2065,0.297
Pakistan,city,2066,0.297
Pakistan,city,2067,0.297
Pakistan,city,2068,0.297
Pakistan,city,2069,0.297
Pakistan,city,2070,0.297
Pakistan,city,2071,0.297
Pakistan,city,2072,0.297
Pakistan,city,2073,0.297
Pakistan,city,2074,0.297
Pakistan,city,2075,0.297
Pakistan,city,2076,0.297
Pakistan,city,2077,0.297
Pakistan,city,2078,0.297
Pakistan,city,2079,0.297
Pakistan,city,2080,0.297
Pakistan,city,2081,0.297
Pakistan,city,2082,0.297
Pakistan,city,2083,0.297
Pakistan,city,2084,0.297
Pakistan,city,2085,0.297
Pakistan,city,2086,0.297
Pakistan,city,2087,0.297
Pakistan,city,2088,0.297
Pakistan,city,2089,0.297
Pakistan,city,2090,0.297
Pakistan,city,2091,0.297
Pakistan,city,2092,0.297
Pakistan,city,2093,0.297
Pakistan,city,2094,0.297
Pakistan,city,2095,0.297
Pakistan,city,2096,0.297
Pakistan,city,2097,0.297
Pakistan,city,2098,0.297
Pakistan,city,2099,0.297
Pakistan,city,2100,0.297
Pakistan,large_city,2011,0.5427
Pakistan,large_city,2012,0.5453315789473684
Pakistan,large_city,2013,0.5479631578947368
Pakistan,large_city,2014,0.5505947368421052
Pakistan,large_city,2015,0.5532263157894737
Pakistan,large_city,2016,0.5558578947368421
Pakistan,large_city,2017,0.5584894736842105
Pakistan,large_city,2018,0.561121052631579
Pakistan,large_city,2019,0.5637526315789474
Pakistan,large_city,2020,0.5663842105263158
Pakistan,large_city,2021,0.5690157894736843
Pakistan,large_city,2022,0.5716473684210526
Pakistan,large_city,2023,0.574278947368421
Pakistan,large_city,2024,0.5769105263157894
Pakistan,large_city,2025,0.5795421052631579
Pakistan,large_city,2026,0.5821736842105263
Pakistan,large_city,2027,0.5848052631578947
Pakistan,large_city,2028,0.5874368421052631
Pakistan,large_city,2029,0.5900684210526316
Pakistan,large_city,2030,0.5927
Pakistan,large_city,2031,0.5937
Pakistan,large_city,2032,0.5947
Pakistan,large_city,2033,0.5957
Pakistan,large_city,2034,0.5967
Pakistan,large_city,2035,0.5977
Pakistan,large_city,2036,0.5987
Pakistan,large_city,2037,0.5997
Pakistan,large_city,2038,0.6007
Pakistan,large_city,2039,0.6017
Pakistan,large_city,2040,0.6027
Pakistan,large_city,2041,0.6037
Pakistan,large_city,2042,0.6047
Pakistan,large_city,2043,0.6057
Pakistan,large_city,2044,0.6067
Pakistan,large_city,2045,0.6077
Pakistan,large_city,2046,0.6087
Pakistan,large_city,2047,0.6097
Pakistan,large_city,2048,0.6107
Pakistan,large_city,2049,0.6117
Pakistan,large_city,2050,0.6127
Pakistan,large_city,2051,0.6127
Pakistan,large_city,2052,0.6127
Pakistan,large_city,2053,0.6127
Pakistan,large_city,2054,0.6127
Pakistan,large_city,2055,0.6127
Pakistan,large_city,2056,0.6127
Pakistan,large_city,2057,0.6127
Pakistan,large_city,2058,0.6127
Pakistan,large_city,2059,0.6127
Pakistan,large_city,2060,0.6127
Pakistan,large_city,2061,0.6127
Pakistan,large_city,2062,0.6127
Pakistan,large_city,2063,0.6127
Pakistan,large_city,2064,0.6127
Pakistan,large_city,2065,0.6127
Pakistan,large_city,2066,0.6127
Pakistan,large_city,2067,0.6127
Pakistan,large_city,2068,0.6127
Pakistan,large_city,2069,0.6127
Pakistan,large_city,2070,0.6127
Pakistan,large_city,2071,0.6127
Pakistan,large_city,2072,0.6127
Pakistan,large_city,2073,0.6127
Pakistan,large_city,2074,0.6127
Pakistan,large_city,2075,0.6127
Pakistan,large_city,2076,0.6127
Pakistan,large_city,2077,0.6127
Pakistan,large_city,2078,0.6127
Pakistan,large_city,2079,0.6127
Pakistan,large_city,2080,0.6127
Pakistan,large_city,2081,0.6127
Pakistan,large_city,2082,0.6127
Pakistan,large_city,2083,0.6127
Pakistan,large_city,2084,0.6127
Pakistan,large_city,2085,0.6127
Pakistan,large_city,2086,0.6127
Pakistan,large_city,2087,0.6127
Pakistan,large_city,2088,0.6127
Pakistan,large_city,2089,0.6127
Pakistan,large_city,2090,0.6127
Pakistan,large_city,2091,0.6127
Pakistan,large_city,2092,0.6127
Pakistan,large_city,2093,0.6127
Pakistan,large_city,2094,0.6127
Pakistan,large_city,2095,0.6127
Pakistan,large_city,2096,0.6127
Pakistan,large_city,2097,0.6127
Pakistan,large_city,2098,0.6127
Pakistan,large_city,2099,0.6127
Pakistan,large_city,2100,0.6127
Pakistan,town,2011,0.1253
Pakistan,town,2012,0.12398421052631578
Pakistan,town,2013,0.12266842105263158
Pakistan,town,2014,0.12135263157894736
Pakistan,town,2015,0.12003684210526315
Pakistan,town,2016,0.11872105263157895
Pakistan,town,2017,0.11740526315789473
Pakistan,town,2018,0.11608947368421052
Pakistan,town,2019,0.1147736842105263
Pakistan,town,2020,0.1134578947368421
Pakistan,town,2021,0.11214210526315789
Pakistan,town,2022,0.11082631578947369
Pakistan,town,2023,0.10951052631578947
Pakistan,town,2024,0.10819473684210526
Pakistan,town,2025,0.10687894736842105
Pakistan,town,2026,0.10556315789473684
Pakistan,town,2027,0.10424736842105263
Pakistan,town,2028,0.10293157894736842
Pakistan,town,2029,0.10161578947368421
Pakistan,town,2030,0.1003
Pakistan,town,2031,0.0998
Pakistan,town,2032,0.0993
Pakistan,town,2033,0.0988
Pakistan,town,2034,0.0983
Pakistan,town,2035,0.0978
Pakistan,town,2036,0.0973
Pakistan,town,2037,0.0968
Pakistan,town,2038,0.0963
Pakistan,town,2039,0.0958
Pakistan,town,2040,0.0953
Pakistan,town,2041,0.0948
Pakistan,town,2042,0.09430000000000001
Pakistan,town,2043,0.09380000000000001
Pakistan,town,2044,0.09330000000000001
Pakistan,town,2045,0.09280000000000001
Pakistan,town,2046,0.09230000000000001
Pakistan,town,2047,0.0918
Pakistan,town,2048,0.0913
Pakistan,town,2049,0.0908
Pakistan,town,2050,0.0903
Pakistan,town,2051,0.0903
Pakistan,town,2052,0.0903
Pakistan,town,2053,0.0903
Pakistan,town,2054,0.0903
Pakistan,town,2055,0.0903
Pakistan,town,2056,0.0903
Pakistan,town,2057,0.0903
Pakistan,town,2058,0.0903
Pakistan,town,2059,0.0903
Pakistan,town,2060,0.0903
Pakistan,town,2061,0.0903
Pakistan,town,2062,0.0903
Pakistan,town,2063,0.0903
Pakistan,town,2064,0.0903
Pakistan,town,2065,0.0903
Pakistan,town,2066,0.0903
Pakistan,town,2067,0.0903
Pakistan,town,2068,0.0903
Pakistan,town,2069,0.0903
Pakistan,town,2070,0.0903
Pakistan,town,2071,0.0903
Pakistan,town,2072,0.0903
Pakistan,town,2073,0.0903
Pakistan,town,2074,0.0903
Pakistan,town,2075,0.0903
Pakistan,town,2076,0.0903
Pakistan,town,2077,0.0903
Pakistan,town,2078,0.0903
Pakistan,town,2079,0.0903
Pakistan,town,2080,0.0903
Pakistan,town,2081,0.0903
Pakistan,town,2082,0.0903
Pakistan,town,2083,0.0903
Pakistan,town,2084,0.0903
Pakistan,town,2085,0.0903
Pakistan,town,2086,0.0903
Pakistan,town,2087,0.0903
Pakistan,town,2088,0.0903
Pakistan,town,2089,0.0903
Pakistan,town,2090,0.0903
Pakistan,town,2091,0.0903
Pakistan,town,2092,0.0903
Pakistan,town,2093,0.0903
Pakistan,town,2094,0.0903
Pakistan,town,2095,0.0903
Pakistan,town,2096,0.0903
Pakistan,town,2097,0.0903
Pakistan,town,2098,0.0903
Pakistan,town,2099,0.0903
Pakistan,town,2100,0.0903
Sri Lanka,city,2011,0.495
Sri Lanka,city,2012,0.4936842105263158
Sri Lanka,city,2013,0.49236842105263157
Sri Lanka,city,2014,0.49105263157894735
Sri Lanka,city,2015,0.48973684210526314
Sri Lanka,city,2016,0.4884210526315789
Sri Lanka,city,2017,0.4871052631578947
Sri Lanka,city,2018,0.4857894736842105
Sri Lanka,city,2019,0.4844736842105263
Sri Lanka,city,2020,0.48315789473684206
Sri Lanka,city,2021,0.48184210526315785
Sri Lanka,city,2022,0.4805263157894737
Sri Lanka,city,2023,0.4792105263157895
Sri Lanka,city,2024,0.47789473684210526
Sri Lanka,city,2025,0.47657894736842105
Sri Lanka,city,2026,0.47526315789473683
Sri Lanka,city,2027,0.4739473684210526
Sri Lanka,city,2028,0.4726315789473684
Sri Lanka,city,2029,0.4713157894736842
Sri Lanka,city,2030,0.47
Sri Lanka,city,2031,0.4695
Sri Lanka,city,2032,0.469
Sri Lanka,city,2033,0.46849999999999997
Sri Lanka,city,2034,0.46799999999999997
Sri Lanka,city,2035,0.46749999999999997
Sri Lanka,city,2036,0.46699999999999997
Sri Lanka,city,2037,0.46649999999999997
Sri Lanka,city,2038,0.46599999999999997
Sri Lanka,city,2039,0.46549999999999997
Sri Lanka,city,2040,0.46499999999999997
Sri Lanka,city,2041,0.46449999999999997
Sri Lanka,city,2042,0.46399999999999997
Sri Lanka,city,2043,0.46349999999999997
Sri Lanka,city,2044,0.46299999999999997
Sri Lanka,city,2045,0.46249999999999997
Sri Lanka,city,2046,0.46199999999999997
Sri Lanka,city,2047,0.46149999999999997
Sri Lanka,city,2048,0.46099999999999997
Sri Lanka,city,2049,0.46049999999999996
Sri Lanka,city,2050,0.45999999999999996
Sri Lanka,city,2051,0.45999999999999996
Sri Lanka,city,2052,0.45999999999999996
Sri Lanka,city,2053,0.45999999999999996
Sri Lanka,city,2054,0.45999999999999996
Sri Lanka,city,2055,0.45999999999999996
Sri Lanka,city,2056,0.45999999999999996
Sri Lanka,city,2057,0.45999999999999996
Sri Lanka,city,2058,0.45999999999999996
Sri Lanka,city,2059,0.45999999999999996
Sri Lanka,city,2060,0.45999999999999996
Sri Lanka,city,2061,0.45999999999999996
Sri Lanka,city,2062,0.45999999999999996
Sri Lanka,city,2063,0.45999999999999996
Sri Lanka,city,2064,0.45999999999999996
Sri Lanka,city,2065,0.45999999999999996
Sri Lanka,city,2066,0.45999999999999996
Sri Lanka,city,2067,0.45999999999999996
Sri Lanka,city,2068,0.45999999999999996
Sri Lanka,city,2069,0.45999999999999996
Sri Lanka,city,2070,0.45999999999999996
Sri Lanka,city,2071,0.45999999999999996
Sri Lanka,city,2072,0.45999999999999996
Sri Lanka,city,2073,0.45999999999999996
Sri Lanka,city,2074,0.45999999999999996
Sri Lanka,city,2075,0.45999999999999996
Sri Lanka,city,2076,0.45999999999999996
Sri Lanka,city,2077,0.45999999999999996
Sri Lanka,city,2078,0.45999999999999996
Sri Lanka,city,2079,0.45999999999999996
Sri Lanka,city,2080,0.45999999999999996
Sri Lanka,city,2081,0.45999999999999996
Sri Lanka,city,2082,0.45999999999999996
Sri Lanka,city,2083,0.45999999999999996
Sri Lanka,city,2084,0.45999999999999996
Sri Lanka,city,2085,0.45999999999999996
Sri Lanka,city,2086,0.45999999999999996
Sri Lanka,city,2087,0.45999999999999996
Sri Lanka,city,2088,0.45999999999999996
Sri Lanka,city,2089,0.45999999999999996
Sri Lanka,city,2090,0.45999999999999996
Sri Lanka,city,2091,0.45999999999999996
Sri Lanka,city,2092,0.45999999999999996
Sri Lanka,city,2093,0.45999999999999996
Sri Lanka,city,2094,0.45999999999999996
Sri Lanka,city,2095,0.45999999999999996
Sri Lanka,city,2096,0.45999999999999996
Sri Lanka,city,2097,0.45999999999999996
Sri Lanka,city,2098,0.45999999999999996
Sri Lanka,city,2099,0.45999999999999996
Sri Lanka,city,2100,0.45999999999999996
Sri Lanka,large_city,2011,0.203
Sri Lanka,large_city,2012,0.20563157894736844
Sri Lanka,large_city,2013,0.20826315789473684
Sri Lanka,large_city,2014,0.21089473684210527
Sri Lanka,large_city,2015,0.2135263157894737
Sri Lanka,large_city,2016,0.2161578947368421
Sri Lanka,large_city,2017,0.21878947368421053
Sri Lanka,large_city,2018,0.22142105263157896
Sri Lanka,large_city,2019,0.2240526315789474
Sri Lanka,large_city,2020,0.2266842105263158
Sri Lanka,large_city,2021,0.22931578947368422
Sri Lanka,large_city,2022,0.23194736842105262
Sri Lanka,large_city,2023,0.23457894736842105
Sri Lanka,large_city,2024,0.23721052631578948
Sri Lanka,large_city,2025,0.2398421052631579
Sri Lanka,large_city,2026,0.2424736842105263
Sri Lanka,large_city,2027,0.24510526315789474
Sri Lanka,large_city,2028,0.24773684210526317
Sri Lanka,large_city,2029,0.2503684210526316
Sri Lanka,large_city,2030,0.253
Sri Lanka,large_city,2031,0.254
Sri Lanka,large_city,2032,0.255
Sri Lanka,large_city,2033,0.256
Sri Lanka,large_city,2034,0.257
Sri Lanka,large_city,2035,0.258
Sri Lanka,large_city,2036,0.259
Sri Lanka,large_city,2037,0.26
Sri Lanka,large_city,2038,0.261
Sri Lanka,large_city,2039,0.262
Sri Lanka,large_city,2040,0.263
Sri Lanka,large_city,2041,0.264
Sri Lanka,large_city,2042,0.265
Sri Lanka,large_city,2043,0.266
Sri Lanka,large_city,2044,0.267
Sri Lanka,large_city,2045,0.268
Sri Lanka,large_city,2046,0.269
Sri Lanka,large_city,2047,0.27
Sri Lanka,large_city,2048,0.271
Sri Lanka,large_city,2049,0.272
Sri Lanka,large_city,2050,0.273
Sri Lanka,large_city,2051,0.273
Sri Lanka,large_city,2052,0.273
Sri Lanka,large_city,2053,0.273
Sri Lanka,large_city,2054,0.273
Sri Lanka,large_city,2055,0.273
Sri Lanka,large_city,2056,0.273
Sri Lanka,large_city,2057,0.273
Sri Lanka,large_city,2058,0.273
Sri Lanka,large_city,2059,0.273
Sri Lanka,large_city,2060,0.273
Sri Lanka,large_city,2061,0.273
Sri Lanka,large_city,2062,0.273
Sri Lanka,large_city,2063,0.273
Sri Lanka,large_city,2064,0.273
Sri Lanka,large_city,2065,0.273
Sri Lanka,large_city,2066,0.273
Sri Lanka,large_city,2067,0.273
Sri Lanka,large_city,2068,0.273
Sri Lanka,large_city,2069,0.273
Sri Lanka,large_city,2070,0.273
Sri Lanka,large_city,2071,0.273
Sri Lanka,large_city,2072,0.273
Sri Lanka,large_city,2073,0.273
Sri Lanka,large_city,2074,0.273
Sri Lanka,large_city,2075,0.273
Sri Lanka,large_city,2076,0.273
Sri Lanka,large_city,2077,0.273
Sri Lanka,large_city,2078,0.273
Sri Lanka,large_city,2079,0.273
Sri Lanka,large_city,2080,0.273
Sri Lanka,large_city,2081,0.273
Sri Lanka,large_city,2082,0.273
Sri Lanka,large_city,2083,0.273
Sri Lanka,large_city,2084,0.273
Sri Lanka,large_city,2085,0.273
Sri Lanka,large_city,2086,0.273
Sri Lanka,large_city,2087,0.273
Sri Lanka,large_city,2088,0.273
Sri Lanka,large_city,2089,0.273
Sri Lanka,large_city,2090,0.273
Sri Lanka,large_city,2091,0.273
Sri Lanka,large_city,2092,0.273
Sri Lanka,large_city,2093,0.273
Sri Lanka,large_city,2094,0.273
Sri Lanka,large_city,2095,0.273
Sri Lanka,large_city,2096,0.273
Sri Lanka,large_city,2097,0.273
Sri Lanka,large_city,2098,0.273
Sri Lanka,large_city,2099,0.273
Sri Lanka,large_city,2100,0.273
Sri Lanka,town,2011,0.302
Sri Lanka,town,2012,0.3006842105263158
Sri Lanka,town,2013,0.29936842105263156
Sri Lanka,town,2014,0.29805263157894735
Sri Lanka,town,2015,0.29673684210526313
Sri Lanka,town,2016,0.2954210526315789
Sri Lanka,town,2017,0.2941052631578947
Sri Lanka,town,2018,0.2927894736842105
Sri Lanka,town,2019,0.2914736842105263
Sri Lanka,town,2020,0.29015789473684206
Sri Lanka,town,2021,0.2888421052631579
Sri Lanka,town,2022,0.2875263157894737
Sri Lanka,town,2023,0.28621052631578947
Sri Lanka,town,2024,0.28489473684210526
Sri Lanka,town,2025,0.28357894736842104
Sri Lanka,town,2026,0.2822631578947368
Sri Lanka,town,2027,0.2809473684210526
Sri Lanka,town,2028,0.2796315789473684
Sri Lanka,town,2029,0.2783157894736842
Sri Lanka,town,2030,0.27699999999999997
Sri Lanka,town,2031,0.27649999999999997
Sri Lanka,town,2032,0.27599999999999997
Sri Lanka,town,2033,0.27549999999999997
Sri Lanka,town,2034,0.27499999999999997
Sri Lanka,town,2035,0.27449999999999997
Sri Lanka,town,2036,0.27399999999999997
Sri Lanka,town,2037,0.27349999999999997
Sri Lanka,town,2038,0.27299999999999996
Sri Lanka,town,2039,0.27249999999999996
Sri Lanka,town,2040,0.27199999999999996
Sri Lanka,town,2041,0.27149999999999996
Sri Lanka,town,2042,0.27099999999999996
Sri Lanka,town,2043,0.27049999999999996
Sri Lanka,town,2044,0.26999999999999996
Sri Lanka,town,2045,0.26949999999999996
Sri Lanka,town,2046,0.26899999999999996
Sri Lanka,town,2047,0.26849999999999996
Sri Lanka,town,2048,0.26799999999999996
Sri Lanka,town,2049,0.26749999999999996
Sri Lanka,town,2050,0.26699999999999996
Sri Lanka,town,2051,0.26699999999999996
Sri Lanka,town,2052,0.26699999999999996
Sri Lanka,town,2053,0.26699999999999996
Sri Lanka,town,2054,0.26699999999999996
Sri Lanka,town,2055,0.26699999999999996
Sri Lanka,town,2056,0.26699999999999996
Sri Lanka,town,2057,0.26699999999999996
Sri Lanka,town,2058,0.26699999999999996
Sri Lanka,town,2059,0.26699999999999996
Sri Lanka,town,2060,0.26699999999999996
Sri Lanka,town,2061,0.26699999999999996
Sri Lanka,town,2062,0.26699999999999996
Sri Lanka,town,2063,0.26699999999999996
Sri Lanka,town,2064,0.26699999999999996
Sri Lanka,town,2065,0.26699999999999996
Sri Lanka,town,2066,0.26699999999999996
Sri Lanka,town,2067,0.26699999999999996
Sri Lanka,town,2068,0.26699999999999996
Sri Lanka,town,2069,0.26699999999999996
Sri Lanka,town,2070,0.26699999999999996
Sri Lanka,town,2071,0.26699999999999996
Sri Lanka,town,2072,0.26699999999999996
Sri Lanka,town,2073,0.26699999999999996
Sri Lanka,town,2074,0.26699999999999996
Sri Lanka,town,2075,0.26699999999999996
Sri Lanka,town,2076,0.26699999999999996
Sri Lanka,town,2077,0.26699999999999996
Sri Lanka,town,2078,0.26699999999999996
Sri Lanka,town,2079,0.26699999999999996
Sri Lanka,town,2080,0.26699999999999996
Sri Lanka,town,2081,0.26699999999999996
Sri Lanka,town,2082,0.26699999999999996
Sri Lanka,town,2083,0.26699999999999996
Sri Lanka,town,2084,0.26699999999999996
Sri Lanka,town,2085,0.26699999999999996
Sri Lanka,town,2086,0.26699999999999996
Sri Lanka,town,2087,0.26699999999999996
Sri Lanka,town,2088,0.26699999999999996
Sri Lanka,town,2089,0.26699999999999996
Sri Lanka,town,2090,0.26699999999999996
Sri Lanka,town,2091,0.26699999999999996
Sri Lanka,town,2092,0.26699999999999996
Sri Lanka,town,2093,0.26699999999999996
Sri Lanka,town,2094,0.26699999999999996
Sri Lanka,town,2095,0.26699999999999996
Sri Lanka,town,2096,0.26699999999999996
Sri Lanka,town,2097,0.26699999999999996
Sri Lanka,town,2098,0.26699999999999996
Sri Lanka,town,2099,0.26699999999999996
Sri Lanka,town,2100,0.26699999999999996
